1,1024
2,1024
3,1024
4,1024
5,1024
6,1024
7,1024
8,1024
9,1024
11,1024
12,1024
13,1024
14,1024
15,1024
16,1024
18,1024
19,1024
20,1024
21,1024
22,1024
23,1024
55,1024
56,1024
57,1024
58,1024
59,1024
61,1024
62,1024
63,1024
64,1024
65,1024
66,1024
67,1024
68,1024
69,1024
70,1024
71,512
72,512
73,512
74,512
75,512
76,512
77,512
78,512
79,512
80,517
81,517
82,517
83,517
84,517
85,517
86,517
87,517
88,517
89,517
90,517
91,517
92,517
93,517
94,517
95,517
96,517
97,517
98,517
99,517
100,517
101,517
107,512
108,512
109,512
110,512
111,512
112,512
113,512
114,512
115,512
116,517
117,517
118,517
119,517
120,517
121,517
122,517
123,517
124,517
125,517
126,517
127,517
128,517
129,517
130,517
131,517
132,517
133,517
134,517
135,517
136,517
137,517
143,512
144,512
145,512
146,512
147,512
148,512
149,512
150,512
151,512
152,517
153,517
154,517
155,517
156,517
157,517
158,517
159,517
160,517
161,517
162,517
163,517
164,517
165,517
166,517
167,517
168,517
169,517
170,517
171,517
172,517
173,517
179,512
180,512
181,512
182,512
183,512
184,512
185,512
186,512
187,512
188,517
189,517
190,517
191,517
192,517
193,517
194,517
195,517
196,517
197,517
198,517
199,517
200,517
201,517
202,517
203,517
204,517
205,517
206,517
207,517
208,517
209,517
215,512
216,512
217,512
218,512
219,512
220,512
221,512
222,512
223,512
224,517
225,517
226,517
227,517
228,517
229,517
230,517
231,517
232,517
233,517
234,517
235,517
236,517
237,517
238,517
239,517
240,517
241,517
242,517
243,517
244,517
245,517
251,256
252,256
253,256
254,256
255,256
256,256
257,256
258,256
259,256
260,261
261,261
262,261
263,261
264,261
265,261
266,261
267,261
268,261
269,261
270,261
271,261
272,261
273,261
274,261
275,261
276,261
277,261
278,261
279,261
280,261
281,261
287,256
288,256
289,256
290,256
291,256
292,256
293,256
294,256
295,261
296,261
297,261
298,261
299,261
300,261
301,261
302,261
303,261
304,261
305,261
306,261
307,261
308,261
309,261
310,261
311,261
312,261
313,261
314,261
315,261
316,261
317,261
323,256
324,256
325,256
326,256
327,256
328,256
329,256
330,256
331,261
332,261
333,261
334,261
335,261
336,261
337,261
338,261
339,261
340,261
341,261
342,261
343,261
344,261
345,261
346,261
347,261
348,261
349,261
350,261
351,261
352,261
359,256
360,256
361,256
362,256
363,256
364,256
365,256
366,256
367,261
368,261
369,261
370,261
371,261
372,261
373,261
374,261
375,261
376,261
377,261
378,261
379,261
380,261
381,261
382,261
383,261
